53.70, 916.87
49.62, 1444.02
49.63, 742.82
49.24, 919.83
69.60, 931.35
56.45, 803.83
61.18, 736.11
58.08, 870.11
62.65, 736.01
41.17, 541.43
41.00, 508.50
30.47, 523.64
34.22, 411.81
27.02, 338.39
27.51, 380.04
22.36, 384.84
24.00, 516.32
23.68, 529.59
38.99, 579.64
21.26, 272.03
23.32, 611.38
20.32, 442.20
20.74, 299.00
20.65, 653.02
22.80, 452.69
23.29, 532.89
23.62, 590.61
20.62, 412.38
29.57, 858.24
28.61, 672.62
26.62, 677.68
27.01, 877.53
40.88, 1054.79
38.61, 1042.74
38.80, 1071.40
37.94, 1260.24
73.01, 1908.25
64.02, 1910.99
65.60, 1984.15
64.48, 1878.09
123.03, 3635.53
121.36, 3661.24
121.49, 3672.03
120.68, 3548.19
