66.94, 607.19
60.55, 607.63
61.31, 827.67
60.65, 571.79
79.75, 720.02
68.83, 568.73
70.09, 552.03
73.91, 551.78
92.45, 644.95
94.17, 639.42
89.61, 601.27
60.02, 529.40
64.90, 368.38
65.78, 448.02
51.52, 276.13
52.04, 279.80
79.68, 327.91
66.05, 267.74
67.36, 321.40
70.43, 269.07
106.05, 380.19
95.44, 288.94
83.35, 275.13
85.36, 345.17
188.59, 530.24
142.18, 437.29
138.70, 373.79
137.77, 393.97
255.85, 531.15
237.92, 551.54
215.60, 546.92
274.09, 672.36
446.19, 970.42
408.89, 977.39
440.93, 857.01
485.42, 1121.56
883.48, 1732.17
829.78, 1503.12
841.84, 1591.06
833.80, 1540.48
1719.20, 3166.01
1740.56, 3185.98
1734.75, 3201.11
1731.47, 3045.41
