23.27, 349.75
23.30, 381.78
23.74, 397.46
29.73, 525.16
31.00, 454.95
39.98, 908.87
39.47, 588.63
40.07, 579.16
44.98, 704.04
45.11, 585.94
48.24, 598.31
45.66, 756.62
48.35, 790.80
48.55, 546.87
35.03, 621.12
51.28, 700.96
27.75, 358.88
27.46, 392.12
23.13, 468.18
23.81, 453.01
24.95, 541.56
20.30, 604.27
20.23, 570.19
18.04, 441.29
22.34, 513.45
22.05, 535.40
19.56, 563.22
19.77, 626.80
25.15, 898.28
22.68, 721.34
22.54, 722.31
19.90, 745.13
29.25, 1069.15
25.45, 1079.16
25.20, 1329.78
26.41, 1212.04
41.38, 2110.13
40.26, 2026.12
39.54, 2096.55
42.14, 1892.79
66.70, 3891.24
68.69, 3799.99
67.93, 3649.09
70.63, 3615.14
