65.65, 728.45
61.76, 636.37
61.03, 604.99
60.21, 560.38
69.08, 576.24
69.72, 756.68
69.30, 563.39
70.06, 615.32
90.91, 725.51
91.89, 634.67
61.47, 568.19
60.73, 445.49
65.34, 401.04
66.97, 453.74
52.68, 340.52
51.86, 348.29
66.05, 362.69
65.61, 300.21
66.43, 324.71
55.80, 299.40
95.58, 297.95
97.29, 364.62
83.10, 283.42
83.37, 268.27
168.23, 512.50
147.00, 506.87
149.73, 428.03
131.75, 461.19
272.29, 673.17
235.45, 642.06
213.81, 543.81
213.66, 547.29
457.59, 851.79
464.29, 1061.72
411.40, 986.79
418.74, 867.04
910.33, 1696.40
834.52, 1692.79
838.34, 1512.96
848.17, 1658.34
1737.85, 3117.25
1737.90, 3192.03
1735.53, 3080.12
1739.60, 3157.43
