9.96, 1076.74
9.39, 905.83
9.37, 718.91
9.53, 762.35
13.57, 787.90
13.14, 781.74
13.60, 788.75
12.82, 696.52
18.47, 814.11
16.28, 765.54
10.68, 798.78
10.66, 480.93
32.92, 507.58
30.28, 432.27
23.92, 353.32
24.19, 385.20
20.05, 330.62
19.97, 391.16
20.08, 424.04
17.14, 345.64
17.78, 363.15
17.87, 594.76
15.40, 539.20
15.16, 539.44
17.30, 525.21
15.06, 638.21
14.76, 569.34
15.57, 473.00
14.08, 747.72
15.23, 778.20
12.71, 805.51
12.51, 738.50
14.12, 1146.88
13.92, 1114.98
15.42, 1202.79
13.62, 1251.22
16.81, 2292.01
16.50, 2136.51
17.10, 1983.08
18.35, 2301.10
23.12, 3993.32
22.95, 3815.68
23.32, 3839.32
25.95, 3770.68
