9.84, 1031.46
9.69, 860.34
9.60, 992.00
9.54, 850.09
13.43, 784.42
13.49, 689.58
13.14, 735.20
13.36, 857.83
16.23, 732.88
16.13, 722.28
10.71, 663.47
24.39, 491.94
9.98, 562.68
8.64, 331.79
8.12, 368.87
7.95, 332.89
6.37, 313.32
6.38, 518.34
6.55, 522.32
5.81, 538.11
19.36, 366.89
16.66, 401.01
14.82, 534.02
14.42, 328.27
15.45, 706.42
13.72, 646.48
14.30, 449.57
13.74, 463.05
13.69, 933.83
13.30, 747.40
12.41, 782.46
14.18, 825.49
12.18, 1159.23
12.51, 1189.27
12.40, 1277.45
12.70, 1242.92
13.21, 2241.68
13.51, 2029.59
14.09, 2170.51
13.79, 2228.02
18.65, 4201.49
17.81, 4076.69
17.61, 4175.90
17.83, 4089.66
