59.86, 885.91
54.59, 711.19
53.10, 816.84
53.17, 779.68
60.25, 824.32
57.33, 676.44
58.77, 762.10
69.74, 841.07
62.17, 699.66
41.92, 532.44
41.75, 513.20
31.54, 446.37
36.28, 386.67
29.09, 344.92
28.31, 332.66
23.95, 276.44
27.84, 476.28
27.71, 509.85
25.18, 453.65
23.97, 270.79
27.75, 379.76
24.51, 320.48
26.35, 502.57
29.88, 532.20
31.96, 441.26
31.83, 509.11
31.86, 699.35
27.40, 394.61
45.62, 765.72
43.63, 621.03
40.39, 690.05
40.12, 835.12
66.02, 1033.28
59.59, 1030.64
58.84, 1261.71
62.41, 1303.93
125.32, 2062.85
110.79, 1920.05
111.07, 1830.95
107.88, 2063.73
223.44, 3697.71
228.35, 3513.31
220.60, 3626.89
225.72, 3608.97
