9.83, 775.08
9.65, 697.96
9.58, 852.36
9.77, 838.59
57.06, 722.07
54.30, 694.87
55.23, 941.86
53.64, 727.08
56.46, 716.67
38.84, 578.45
38.29, 593.31
29.26, 542.73
33.52, 463.74
25.70, 321.64
25.66, 334.13
21.56, 300.47
21.37, 323.30
21.62, 489.50
18.73, 517.44
18.99, 301.56
18.04, 551.22
16.20, 529.78
15.91, 317.18
17.06, 548.79
16.52, 558.76
16.53, 431.15
16.98, 591.27
14.51, 609.57
18.45, 639.21
18.60, 642.19
16.82, 654.72
16.59, 675.58
21.86, 1073.87
18.96, 1092.09
19.23, 1227.19
18.53, 1226.35
27.67, 1998.29
26.66, 1976.40
27.64, 2052.30
27.39, 1975.81
43.44, 3804.36
44.93, 3869.43
43.88, 3744.29
43.45, 3657.92
