59.84, 887.88
54.69, 1418.61
55.23, 661.56
54.88, 837.98
66.25, 741.99
66.04, 852.55
63.60, 728.32
64.39, 844.51
81.70, 870.58
80.02, 863.09
79.66, 729.23
54.91, 571.80
85.97, 710.45
52.63, 397.33
53.39, 565.81
41.57, 411.12
54.57, 359.64
46.09, 397.56
45.64, 503.76
45.54, 492.06
59.98, 440.63
61.95, 398.99
50.68, 322.33
50.23, 518.29
92.92, 554.09
76.08, 447.03
82.80, 448.79
76.24, 598.25
133.90, 827.01
130.85, 735.16
139.26, 597.74
113.37, 704.34
231.09, 1177.42
222.94, 1019.45
235.79, 1257.50
214.33, 1388.50
452.47, 1733.92
433.27, 1771.28
415.52, 1779.53
448.32, 1763.61
866.35, 3636.82
848.29, 3740.08
842.33, 3495.43
850.03, 3845.82
