10.23, 981.19
9.36, 694.88
10.00, 839.34
9.88, 689.59
13.29, 760.47
13.24, 752.26
13.08, 718.54
13.12, 749.25
16.46, 903.15
15.70, 934.96
10.71, 655.00
11.35, 542.29
10.59, 559.28
9.95, 483.87
8.01, 425.19
7.82, 466.91
22.47, 343.36
20.03, 494.48
19.55, 2335.13
17.31, 384.95
16.44, 524.64
14.90, 335.60
14.45, 437.00
14.46, 377.63
14.59, 562.00
14.38, 653.94
14.25, 440.73
12.99, 530.61
13.86, 833.87
12.61, 857.72
12.28, 796.14
12.35, 781.28
13.52, 1145.41
13.21, 1120.01
13.89, 1206.09
12.71, 1248.90
14.24, 2208.89
17.50, 2189.03
15.24, 2120.12
14.94, 2044.59
19.39, 4085.61
21.53, 3908.81
21.07, 4268.92
20.41, 4076.60
