65.61, 1114.68
60.78, 789.41
60.37, 938.36
61.27, 723.71
69.26, 796.46
75.86, 712.03
71.09, 765.26
135.81, 937.04
89.22, 786.42
62.74, 585.20
44.57, 466.43
56.18, 492.01
51.98, 320.88
52.21, 515.77
52.33, 306.92
43.54, 515.24
65.65, 474.42
65.84, 476.69
88.54, 400.95
56.55, 292.89
95.40, 514.00
89.37, 515.76
83.95, 324.74
88.51, 514.88
151.73, 617.80
141.42, 401.66
125.40, 463.90
131.46, 597.00
275.51, 622.79
257.43, 830.17
213.41, 603.48
230.57, 582.57
447.87, 1224.19
404.97, 1022.18
422.01, 1033.66
442.76, 959.50
874.91, 2000.00
825.29, 1692.33
823.49, 1858.39
819.21, 1978.21
1759.15, 3655.64
1701.25, 3434.10
1705.48, 3661.89
1701.41, 3598.05
