67.39, 798.43
61.72, 796.85
81.78, 1415.61
60.91, 694.61
74.81, 743.74
70.26, 830.48
70.42, 790.00
73.20, 668.34
90.63, 701.74
90.81, 797.22
60.78, 778.22
45.72, 484.18
72.88, 723.67
54.95, 337.08
54.05, 343.07
43.83, 286.91
67.69, 393.94
65.62, 322.28
56.29, 554.22
57.74, 417.45
97.15, 507.63
83.93, 293.22
84.97, 416.81
83.95, 319.52
140.41, 499.63
141.02, 442.68
151.68, 457.40
127.41, 492.40
253.06, 624.59
223.86, 606.42
214.81, 760.26
238.02, 728.49
468.85, 980.30
428.62, 1228.75
422.41, 1109.43
420.67, 1082.03
917.33, 2069.16
842.83, 1708.12
821.14, 1619.23
831.25, 1898.49
1717.79, 3504.64
1718.88, 3356.59
1713.87, 3575.71
1710.75, 3463.15
