10.17, 843.79
9.96, 705.31
9.52, 706.66
9.54, 888.39
13.56, 663.32
12.94, 791.27
13.15, 776.82
13.21, 692.78
59.14, 773.80
57.20, 849.50
37.69, 584.81
28.24, 463.07
30.93, 641.45
25.17, 321.26
24.69, 391.86
25.05, 366.49
22.09, 471.67
21.01, 309.67
19.22, 505.52
18.19, 286.98
17.93, 463.49
15.64, 572.65
16.29, 373.95
15.59, 312.81
15.37, 659.55
14.85, 409.73
15.31, 585.94
13.88, 677.91
16.16, 782.14
16.27, 883.78
14.51, 800.39
13.89, 663.19
15.68, 1090.71
16.63, 1285.48
17.02, 1304.47
16.59, 1240.75
21.11, 2231.25
21.93, 1986.02
24.60, 2030.36
20.49, 1923.60
29.28, 3937.11
29.78, 3875.14
28.90, 3881.11
32.59, 3674.83
