66.68, 52.69
61.10, 49.88
61.52, 49.83
71.85, 50.06
71.02, 61.64
70.17, 59.79
69.33, 59.41
71.22, 61.41
89.74, 82.55
90.29, 82.59
131.90, 83.42
103.44, 83.77
89.40, 90.38
89.53, 92.88
66.42, 71.19
66.16, 75.51
80.89, 97.34
81.71, 97.21
79.95, 99.11
67.29, 76.34
119.71, 202.85
117.92, 198.29
96.35, 169.85
99.04, 174.47
189.28, 425.02
158.11, 385.46
156.99, 369.77
139.34, 336.12
281.11, 700.51
265.50, 623.27
237.80, 625.12
245.80, 589.11
447.13, 1186.03
394.09, 1143.49
426.83, 1102.43
392.40, 1117.12
868.89, 2367.89
806.34, 2328.46
811.55, 2303.46
822.52, 2292.08
1658.68, 5298.88
1665.94, 5424.48
1680.27, 5303.31
1678.88, 5239.99
