64.000000, 0.000000
1.000000, -40.735484
0.000000, 0.000000
1.000000, -13.556669
0.000000, 0.000000
1.000000, -8.107786
0.000000, 0.000000
1.000000, -5.763142
0.000000, 0.000000
1.000000, -4.453202
0.000000, 0.000000
1.000000, -3.613536
0.000000, 0.000000
1.000000, -3.027043
0.000000, 0.000000
1.000000, -2.592403
0.000000, 0.000000
1.000000, -2.255964
0.000000, 0.000000
1.000000, -1.986659
0.000000, 0.000000
1.000000, -1.765247
0.000000, 0.000000
1.000000, -1.579173
0.000000, 0.000000
1.000000, -1.419891
0.000000, 0.000000
1.000000, -1.281382
0.000000, 0.000000
1.000000, -1.159278
0.000000, 0.000000
1.000000, -1.050333
0.000000, 0.000000
1.000000, -0.952079
0.000000, 0.000000
1.000000, -0.862606
0.000000, 0.000000
1.000000, -0.780408
0.000000, 0.000000
1.000000, -0.704279
0.000000, 0.000000
1.000000, -0.633243
0.000000, 0.000000
1.000000, -0.566493
0.000000, 0.000000
1.000000, -0.503358
0.000000, 0.000000
1.000000, -0.443270
0.000000, 0.000000
1.000000, -0.385743
0.000000, 0.000000
1.000000, -0.330355
0.000000, 0.000000
1.000000, -0.276737
0.000000, 0.000000
1.000000, -0.224558
0.000000, 0.000000
1.000000, -0.173516
0.000000, 0.000000
1.000000, -0.123338
0.000000, 0.000000
1.000000, -0.073764
0.000000, 0.000000
1.000000, -0.024549
0.000000, 0.000000
1.000000, 0.024549
0.000000, 0.000000
1.000000, 0.073764
0.000000, 0.000000
1.000000, 0.123338
0.000000, 0.000000
1.000000, 0.173516
0.000000, 0.000000
1.000000, 0.224558
0.000000, 0.000000
1.000000, 0.276737
0.000000, 0.000000
1.000000, 0.330355
0.000000, 0.000000
1.000000, 0.385743
0.000000, 0.000000
1.000000, 0.443270
0.000000, 0.000000
1.000000, 0.503358
0.000000, 0.000000
1.000000, 0.566493
0.000000, 0.000000
1.000000, 0.633243
0.000000, 0.000000
1.000000, 0.704279
0.000000, 0.000000
1.000000, 0.780408
0.000000, 0.000000
1.000000, 0.862606
0.000000, 0.000000
1.000000, 0.952079
0.000000, 0.000000
1.000000, 1.050333
0.000000, 0.000000
1.000000, 1.159278
0.000000, 0.000000
1.000000, 1.281382
0.000000, 0.000000
1.000000, 1.419891
0.000000, 0.000000
1.000000, 1.579173
0.000000, 0.000000
1.000000, 1.765247
0.000000, 0.000000
1.000000, 1.986659
0.000000, 0.000000
1.000000, 2.255964
0.000000, 0.000000
1.000000, 2.592403
0.000000, 0.000000
1.000000, 3.027043
0.000000, 0.000000
1.000000, 3.613536
0.000000, 0.000000
1.000000, 4.453202
0.000000, 0.000000
1.000000, 5.763142
0.000000, 0.000000
1.000000, 8.107786
0.000000, 0.000000
1.000000, 13.556669
0.000000, 0.000000
1.000000, 40.735484
